Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Propertycount
-0.0632788069721807,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,-0.8317684334922391,-1.701224404489175,-0.3639851596741226,-0.7163591064880103,-1.7092298532280954,0.0014035401974303,-0.7846863909557623
0.5753942207554664,-1.2767452574636575,-0.4085683596186953,0.0500753942758266,0.568176958511702,-1.701224404489175,-0.3881413682805062,0.0728445368800954,-1.7092298532280954,-0.0160885761778132,-0.7846863909557623
0.7759078457397277,-1.2767452574636575,-0.4085683596186953,0.0500753942758266,-0.8317684334922391,0.4161993190025909,-0.4035135010300231,-0.0160798173022263,1.3143563731987624,0.0101495983849633,-0.7846863909557623
1.1858468123742174,-1.2767452574636575,-0.4085683596186953,1.0802408849502136,0.568176958511702,-1.701224404489175,-0.2662623157664798,0.7397771932475088,-1.4440029912608272,0.0701225688142431,-0.7846863909557623
0.8293781457355307,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,-0.8317684334922391,0.4161993190025909,-0.2541842114632879,-0.4051238668498841,-1.974456715195364,0.0251428409923277,-0.7846863909557623
0.0288089319094799,-1.2767452574636575,-0.4085683596186953,0.0500753942758266,-0.8317684334922391,0.4161993190025909,-0.2937125528191884,-0.7608212835791712,-1.7092298532280954,0.087614685189398,-0.7846863909557623
0.4045863179910956,-1.2767452574636575,-0.4085683596186953,0.0500753942758266,0.568176958511702,0.4161993190025909,-0.3003006097118385,0.5174663077917043,1.075652197428221,-0.0060930811062961,-0.7846863909557623
-0.4865853486056213,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,0.568176958511702,-0.6425125427432918,-0.5352746388830248,-0.5496259423961569,1.1817429422151282,0.0026529770813256,-0.7846863909557623
0.3451748735513145,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,-0.8317684334922391,0.4161993190025909,-0.2739483821412382,-0.5162793095777863,-1.974456715195364,-0.0123402655259499,-0.7846863909557623
0.1817934013419163,-1.2767452574636575,-0.4085683596186953,0.0500753942758266,0.568176958511702,-0.6425125427432918,-0.4111995674047816,-0.3717772340315134,-2.239683577162632,0.0301405885280862,-0.7846863909557623
0.1468891777335449,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,-0.8317684334922391,-0.6425125427432918,-0.3837493303520729,-0.4273549553954645,-1.974456715195364,0.0738708794660176,-0.7846863909557623
-0.2786452930663873,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,-0.8317684334922391,-0.6425125427432918,-0.3705732165667727,-0.7830523721247516,0.5451984734936846,0.0863652483055027,-0.7846863909557623
0.3748805957712051,-1.2767452574636575,-0.4085683596186953,1.0802408849502136,0.568176958511702,0.4161993190025909,0.3211727571614858,-0.0938886272117578,-1.7092298532280954,0.0089001615010681,-0.7846863909557623
-0.8579068763542533,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,-0.8317684334922391,-0.6425125427432918,-0.5352746388830248,-0.9275544476710244,0.1473581805427822,0.0813675007697442,-0.7846863909557623
0.0332647902424635,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,0.568176958511702,-0.6425125427432918,-0.3991214631015897,-0.0938886272117578,1.2878336870020357,0.0014035401974303,-0.7846863909557623
0.3526013041062871,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,-0.8317684334922391,-1.701224404489175,-0.3738672450130977,-0.649665840851269,-1.7092298532280954,0.0001541033134463,-0.7846863909557623
0.5494017138130621,-1.2767452574636575,-0.4085683596186953,0.0500753942758266,1.968122350515643,-0.6425125427432918,-0.3530050648530392,0.3396175994270607,1.2613110008053088,0.0788686270018649,-0.7846863909557623
0.085249804127272,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,0.568176958511702,0.4161993190025909,-0.4276697096364067,-0.1716974371212894,-1.178776129293559,0.0938618696091405,-0.7846863909557623
0.3154691513314239,-1.2767452574636575,-0.4085683596186953,0.0500753942758266,-0.8317684334922391,-0.6425125427432918,-0.3508090458888225,-0.2161596142124503,-0.3830955433917542,0.0913629958412612,-0.7846863909557623
-0.9024654596840892,-1.2767452574636575,-0.4085683596186953,-2.0102555870729475,-0.8317684334922391,-0.6425125427432918,-0.5352746388830248,-1.0387098903989267,1.2878336870020357,0.0313900254119814,-0.7846863909557623
0.1520876791220258,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,-0.8317684334922391,-1.701224404489175,-0.3573971027814726,-0.5829725752145276,-1.7092298532280954,0.0801180638857602,-0.7846863909557623
0.1743669707869437,-1.2767452574636575,-0.4085683596186953,0.0500753942758266,0.568176958511702,-0.6425125427432918,-0.4035135010300231,-0.1716974371212894,0.8899933940511332,0.0726214425821224,-0.7846863909557623
-0.0966977444695576,-1.2767452574636575,-0.4085683596186953,-0.9800900963985604,-0.8317684334922391,-1.701224404489175,-0.3354369131393056,-0.6830124736696396,-1.7092298532280954,0.0738708794660176,-0.7846863909557623
